pilot_item_id,sentence_marked,sentence,head_form,head_children,participial_form,licensing_marker,constructional_environment,local_subject_present,by_pp_present,stranded_preposition,event_implied,agent_implied,predicand_as_undergoer,peripheral_subtype,family_status,notes,pilot_order
FG058,Tribalism is the biological loophole that many politicians have [[banked]] on for a long time : tapping into our fears and tribal instincts .,Tribalism is the biological loophole that many politicians have banked on for a long time: tapping into our fears and tribal instincts.,banked,6:obl:that;8:nsubj:politicians;9:aux:have;15:obl:time,past_participle,modifier_position,reduced_modifier,no,no,no,yes,no,no,none,foil,,49
FG056,"Mandatory diversity trainings in professional settings , for example , are [[intended]] to reduce bias in the workplace by increasing the awareness of employees regarding the challenges facing minority group members . [ 12 ]","Mandatory diversity trainings in professional settings, for example, are intended to reduce bias in the workplace by increasing the awareness of employees regarding the challenges facing minority group members. [12]",intended,3:nsubj:pass:trainings;11:aux:pass:are;14:xcomp:reduce;32:punct:.;34:dep:12,past_participle,be,clausal_predication,yes,no,no,unclear,yes,yes,none,core,,50
FG064,Skin aging and skin cancer will be [[discussed]] as those reactions produced by prolonged or repeated UVR exposure [ 4 ] .,Skin aging and skin cancer will be discussed as those reactions produced by prolonged or repeated UVR exposure [4].,discussed,2:nsubj:pass:aging;6:aux:will;7:aux:pass:be;11:obl:reactions;20:dep:4;22:punct:.,past_participle,be,clausal_predication,yes,no,no,yes,yes,yes,none,core,,51
FG098,"1647 : It is [[called]] Palace of forty columns , as there are many columns , and in Iranian , 40 means many .","1647: It is called Palace of forty columns, as there are many columns, and in Iranian, 40 means many.",called,1:obl:unmarked:1647;3:nsubj:pass:It;4:aux:pass:is;6:xcomp:Palace;13:advcl:are;22:conj:means;24:punct:.,past_participle,be,clausal_predication,yes,no,no,unclear,yes,yes,none,core,,52
FG062,Make sure the spot is [[sheltered]] from any cold winter winds .,Make sure the spot is sheltered from any cold winter winds.,sheltered,4:nsubj:pass:spot;5:aux:pass:is;11:obl:winds,past_participle,be,clausal_predication,yes,no,no,unclear,unclear,yes,none,core,,53
FG052,And what I wish to emphasize is that this court has [[made]] it abundantly clear that careless behavior alone is not wrongful .,And what I wish to emphasize is that this court has made it abundantly clear that careless behavior alone is not wrongful.,made,1:cc:And;2:nsubj:outer:what;7:cop:is;8:mark:that;10:nsubj:outer:court;11:aux:has;13:expl:it;15:xcomp:clear;22:ccomp:wrongful;23:punct:.,past_participle,be,clausal_predication,yes,no,no,yes,no,no,none,foil,,54
FG011,I add that in because there have [[been]] some people who have tried to claim citizenship by sending for their birth certificate when they were never really born in Canada or to Canadian parents .,I add that in because there have been some people who have tried to claim citizenship by sending for their birth certificate when they were never really born in Canada or to Canadian parents.,been,5:mark:because;6:expl:there;7:aux:have;10:nsubj:people,past_participle,absent_other,clausal_predication,yes,no,no,no,no,no,none,foil,,55
FG077,"No , respectfully , Your Honor , that 's not right , because what they claimed in their -- in their brief -- in their complaint , and this is at JA 120 to 121 , was that they said that we were not [[allowed]] to invoke our copyright in the works .","No, respectfully, Your Honor, that's not right, because what they claimed in their -- in their brief -- in their complaint, and this is at JA 120 to 121, was that they said that we were not allowed to invoke our copyright in the works.",allowed,41:mark:that;42:nsubj:pass:we;43:aux:pass:were;44:advmod:not;47:xcomp:invoke,past_participle,be,clausal_predication,yes,no,no,yes,yes,yes,none,core,,56
FG018,"As far as the EEI goes , the only remaining issue that I 'm aware of ( aside from finalizing the LOC ) is whether we 've [[finished]] coordinating the Attachment containing the list of prior transactions .","As far as the EEI goes, the only remaining issue that I'm aware of (aside from finalizing the LOC) is whether we've finished coordinating the Attachment containing the list of prior transactions.",finished,2:advmod:far;11:nsubj:outer:issue;24:cop:is;25:mark:whether;26:nsubj:we;27:aux:'ve;29:xcomp:coordinating;38:punct:.,past_participle,be,clausal_predication,yes,no,no,yes,no,no,none,foil,,57
FG032,They have the best Egg Drop Soup I have ever [[tasted]] .,They have the best Egg Drop Soup I have ever tasted.,tasted,8:nsubj:I;9:aux:have;10:advmod:ever,past_participle,modifier_position,reduced_modifier,no,no,no,yes,no,no,none,foil,,58
FG076,The front door was [[deadbolted]] .,The front door was deadbolted.,deadbolted,3:nsubj:pass:door;4:aux:pass:was;6:punct:.,past_participle,be,clausal_predication,yes,no,no,unclear,yes,yes,none,core,,59
FG095,"And the thing is , on Sunday night , I had [[gotten]] back from work around 9:00 pm , so I took a shower .","And the thing is, on Sunday night, I had gotten back from work around 9:00 pm, so I took a shower.",gotten,1:cc:And;3:nsubj:outer:thing;4:cop:is;8:obl:night;10:nsubj:I;11:aux:had;13:advmod:back;17:obl:9:00;22:parataxis:took;25:punct:.,past_participle,be,clausal_predication,yes,no,no,yes,no,no,none,foil,,60
FG041,"It has also [[become]] an arms depot of the Liberation Tigers of Tamil Eelam ( LTTE ) , who operate almost freely in the Andaman Sea .","It has also become an arms depot of the Liberation Tigers of Tamil Eelam (LTTE), who operate almost freely in the Andaman Sea.",become,1:nsubj:It;2:aux:has;3:advmod:also;7:xcomp:depot,past_participle,absent_other,clausal_predication,yes,no,no,yes,no,no,none,foil,,61
FG043,Senator Patrick Leahy at a Congressional hearing in the Spring of 2002 noted that the FBI had [[collected]] the Ames strain from 20 sources .,Senator Patrick Leahy at a Congressional hearing in the Spring of 2002 noted that the FBI had collected the Ames strain from 20 sources.,collected,14:mark:that;16:nsubj:FBI;17:aux:had;21:obj:strain;24:obl:sources,past_participle,absent_other,clausal_predication,yes,no,no,yes,no,no,none,foil,,62
FG071,"This ice here of course is water , I told you there was water in this glass , and you have all [[seen]] water boil at home , so you are familiar with steam .","This ice here of course is water, I told you there was water in this glass, and you have all seen water boil at home, so you are familiar with steam.",seen,"18:punct:,;19:cc:and;20:nsubj:you;21:aux:have;22:advmod:all;24:obj:water;25:xcomp:boil;27:obl:home;32:parataxis:familiar",past_participle,absent_other,clausal_predication,yes,no,no,yes,no,no,none,foil,,63
FG015,Their schedule is [[listed]] below .,Their schedule is listed below.,listed,2:nsubj:pass:schedule;3:aux:pass:is;5:advmod:below;6:punct:.,past_participle,be,clausal_predication,yes,no,no,unclear,unclear,yes,none,core,,64
FG072,"We just put the shoes that were already [[made]] , on a horse .","We just put the shoes that were already made, on a horse.",made,6:nsubj:pass:that;7:aux:pass:were;8:advmod:already,past_participle,be,clausal_predication,yes,no,no,yes,yes,yes,none,core,,65
FG035,"Whether they pay me or not , if their parents get into an accident , stuck in traffic , etc. THE LAST THING I WOULD DO IS LET A CHILD GET RAPED BECAUSE I WAS N'T [[PAID]] .","Whether they pay me or not, if their parents get into an accident, stuck in traffic, etc. THE LAST THING I WOULD DO IS LET A CHILD GET RAPED BECAUSE I WASN'T PAID.",PAID,33:mark:BECAUSE;34:nsubj:pass:I;35:aux:pass:WAS;36:advmod:N'T,past_participle,be,clausal_predication,yes,no,no,yes,yes,yes,none,core,,66
FG001,"The information contained herein is [[based]] on sources that we believe to be reliable , but we do not represent that it is accurate or complete .","The information contained herein is based on sources that we believe to be reliable, but we do not represent that it is accurate or complete.",based,2:nsubj:pass:information;5:aux:pass:is;8:obl:sources;20:conj:represent;27:punct:.,past_participle,be,clausal_predication,yes,no,no,no,no,yes,stative_adjectival,peripheral,,67
FG026,"Long before ( September 1560 ) Dr. Lopez had been the personal house doctor of Robert Dudley and the good doctor was obligated to write the death certificate for Amy Robsart ( stating that she had "" accidentally "" [[fallen]] down the stairs ) .","Long before (September 1560) Dr. Lopez had been the personal house doctor of Robert Dudley and the good doctor was obligated to write the death certificate for Amy Robsart (stating that she had ""accidentally"" fallen down the stairs).",fallen,34:mark:that;35:nsubj:she;36:aux:had;38:advmod:accidentally;43:obl:stairs,past_participle,absent_other,clausal_predication,yes,no,no,yes,no,yes,none,foil,,68
FG003,Privileged / Confidential Information may be [[contained]] in this message .,Privileged/Confidential Information may be contained in this message.,contained,4:nsubj:pass:Information;5:aux:may;6:aux:pass:be;10:obl:message;11:punct:.,past_participle,be,clausal_predication,yes,no,no,no,no,yes,stative_adjectival,peripheral,,69
FG030,I have been getting my treatments for a few months now and have [[seen]] some results but not up to the standards that I was told I should expect .,I have been getting my treatments for a few months now and have seen some results but not up to the standards that I was told I should expect.,seen,12:cc:and;13:aux:have;16:obj:results,past_participle,absent_other,clausal_predication,yes,no,no,yes,no,no,none,foil,,70
FG036,"I 've stayed at this fabulous little motel two years running , and I have to say it 's one of the best lodging experiences I 've ever had on the coast ... and I 'm even comparing it to the big resorts I 've [[stayed]] at !","I've stayed at this fabulous little motel two years running, and I have to say it's one of the best lodging experiences I've ever had on the coast...and I'm even comparing it to the big resorts I've stayed at!",stayed,44:nsubj:I;45:aux:'ve;47:obl:at,past_participle,modifier_position,reduced_modifier,no,no,no,yes,no,no,none,foil,,71
FG048,"GOODWYN : According to Archibald , Mr. Bush would also sometimes tell stories about his days at Yale in New Haven , and how whenever he got pulled over for erratic driving , he was [[let]] go after the officers discovered he was the grandson of a Connecticut US senator .","GOODWYN: According to Archibald, Mr. Bush would also sometimes tell stories about his days at Yale in New Haven, and how whenever he got pulled over for erratic driving, he was let go after the officers discovered he was the grandson of a Connecticut US senator.",let,"22:punct:,;23:cc:and;24:advmod:how;25:advmod:whenever;34:nsubj:pass:he;35:aux:pass:was;37:xcomp:go;41:advcl:discovered",past_participle,be,clausal_predication,yes,no,no,yes,yes,yes,none,core,,72
FG023,"Dr. Eric Fortier , 34 , of Gatineau , Que. , used a pocket knife to attack a polar bear on Baffin Island , just south of the Arctic Circle , to save two friends who were being [[mauled]] .","Dr. Eric Fortier, 34, of Gatineau, Que., used a pocket knife to attack a polar bear on Baffin Island, just south of the Arctic Circle, to save two friends who were being mauled.",mauled,36:nsubj:pass:who;37:aux:were;38:aux:pass:being,past_participle,be,clausal_predication,yes,no,no,yes,yes,yes,none,core,,73
FG005,"The work was [[completed]] within one week , and everything was cleaned up on completion .","The work was completed within one week, and everything was cleaned up on completion.",completed,2:nsubj:pass:work;3:aux:pass:was;7:obl:week;12:conj:cleaned;16:punct:.,past_participle,be,clausal_predication,yes,no,no,yes,yes,yes,none,core,,74
FG089,"So I put together a relatively -- I -- it 's not comprehensive , but a relatively detailed list of concerns that people have [[brought]] up about this stuff .","So I put together a relatively -- I -- it's not comprehensive, but a relatively detailed list of concerns that people have brought up about this stuff.",brought,22:obj:that;23:nsubj:people;24:aux:have;26:compound:prt:up;29:obl:stuff,past_participle,modifier_position,reduced_modifier,no,no,no,yes,no,no,none,foil,,75
FG042,""" What we know is that he 's always [[said]] it was a religious obligation to have the same weapons as their enemies , "" former CIA OBL unit counter terrorism chief Michael Scheuer has said .","""What we know is that he's always said it was a religious obligation to have the same weapons as their enemies,"" former CIA OBL unit counter terrorism chief Michael Scheuer has said.",said,"1:punct:"";2:nsubj:outer:What;5:cop:is;6:mark:that;7:nsubj:he;8:aux:'s;9:advmod:always;15:ccomp:obligation;24:punct:,;25:punct:""",past_participle,be,clausal_predication,yes,no,no,yes,no,no,none,foil,,76
FG020,"Feb 2005 is the projected release date , although Guild Wars is [[made]] by ex-members of Blizzard , so Feb 2005 could mean August 2006 ...","Feb 2005 is the projected release date, although Guild Wars is made by ex-members of Blizzard, so Feb 2005 could mean August 2006...",made,"8:punct:,;9:mark:although;11:nsubj:pass:Wars;12:aux:pass:is;15:obl:agent:ex-members;23:parataxis:mean",past_participle,be,clausal_predication,yes,yes,no,yes,yes,yes,none,core,,77
FG028,"The occupation of Iraq has become a guerrilla war , a siege that has [[lasted]] more than a thousand days .","The occupation of Iraq has become a guerrilla war, a siege that has lasted more than a thousand days.",lasted,13:nsubj:that;14:aux:has;20:obl:unmarked:days,past_participle,modifier_position,reduced_modifier,no,no,no,yes,no,no,none,foil,,78
FG006,John Donovan from Argghhh! has [[put]] out a excellent slide show on what was actually found and fought for in Fallujah .,John Donovan from Argghhh! has put out a excellent slide show on what was actually found and fought for in Fallujah.,put,1:nsubj:John;5:aux:has;7:compound:prt:out;11:obj:show;22:punct:.,past_participle,absent_other,clausal_predication,yes,no,no,yes,no,no,none,foil,,79
FG010,I have [[seen]] horses Loose Nails On there Own And do just fine with ONE nail gone Now if he had left out 2 or 3 I would be wondering to ...,I have seen horses Loose Nails On there Own And do just fine with ONE nail gone Now if he had left out 2 or 3 I would be wondering to...,seen,1:nsubj:I;2:aux:have;5:ccomp:Loose;30:parataxis:wondering;32:punct:...,past_participle,absent_other,clausal_predication,yes,no,no,yes,no,no,none,foil,,80
FG050,The prestigious IAEA ( International Atomic Energy Agency ) published an early report on Chernobyl which was [[based]] on information from Russian sources and stated that there was no significant health effects .,The prestigious IAEA (International Atomic Energy Agency) published an early report on Chernobyl which was based on information from Russian sources and stated that there was no significant health effects.,based,16:nsubj:pass:which;17:aux:pass:was;20:obl:information,past_participle,be,clausal_predication,yes,no,no,no,no,yes,stative_adjectival,peripheral,,81
FG094,Street ’s argument illustrates how evolutionary theory can be [[used]] to make a case about which metaethical theories we should adopt .,Street’s argument illustrates how evolutionary theory can be used to make a case about which metaethical theories we should adopt.,used,7:nsubj:pass:theory;8:aux:can;9:aux:pass:be;12:advcl:make,past_participle,be,clausal_predication,yes,no,no,yes,yes,yes,none,core,,82
FG033,Doctor Gonzales and his entire staff are the most professional people I have ever [[dealt]] with .,Doctor Gonzales and his entire staff are the most professional people I have ever dealt with.,dealt,12:nsubj:I;13:aux:have;14:advmod:ever;16:obl:with,past_participle,modifier_position,reduced_modifier,no,no,no,yes,no,no,none,foil,,83
FG097,"Old and new meet in Fort Lee , as the Good Shepherd Episcopalian Church is [[dwarfed]] by a residential highrise immediately behind it","Old and new meet in Fort Lee, as the Good Shepherd Episcopalian Church is dwarfed by a residential highrise immediately behind it",dwarfed,"8:punct:,;9:mark:as;14:nsubj:pass:Church;15:aux:pass:is;20:obl:agent:highrise;23:obl:it",past_participle,be,clausal_predication,yes,yes,no,no,no,yes,stative_adjectival,peripheral,,84
FG046,"These are 1 ) Assassinate or overthrow Gen. Pervez Musharraf , the Pakistani military "" president "" who had [[made]] a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda .","These are 1) Assassinate or overthrow Gen. Pervez Musharraf, the Pakistani military ""president"" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al-Qaeda.",made,18:nsubj:who;19:aux:had;22:obj:coup;24:obl:1999;27:conj:thrown,past_participle,modifier_position,reduced_modifier,no,no,no,yes,no,no,none,foil,,85
FG090,And that 's the way it 's [[been]] .,And that's the way it's been.,been,6:nsubj:it;7:aux:'s,past_participle,modifier_position,reduced_modifier,no,no,no,no,no,no,none,foil,,86
FG051,"This is this is your case to plead , but you have [[dived]] headlong into the weeds .","This is this is your case to plead, but you have dived headlong into the weeds.",dived,"9:punct:,;10:cc:but;11:nsubj:you;12:aux:have;14:advmod:headlong;17:obl:weeds",past_participle,absent_other,clausal_predication,yes,no,no,yes,no,no,none,foil,,87
FG081,"We have no way to estimate how many times we 've [[served]] it overall , but we 're now pouring around ten a night .","We have no way to estimate how many times we've served it overall, but we're now pouring around ten a night.",served,9:obl:unmarked:times;10:nsubj:we;11:aux:'ve;13:obj:it;14:advmod:overall,past_participle,absent_other,clausal_predication,yes,no,no,yes,no,no,none,foil,,88
FG093,"While a great deal of very important cultural content is deliberately [[conveyed]] in these systematic contexts , the greater part of culture is acquired unconsciously by happenstance — that is , nobody planned to teach it , and no one made an effort to consciously try to learn it .","While a great deal of very important cultural content is deliberately conveyed in these systematic contexts, the greater part of culture is acquired unconsciously by happenstance—that is, nobody planned to teach it, and no one made an effort to consciously try to learn it.",conveyed,"1:mark:While;4:nsubj:pass:deal;10:aux:pass:is;11:advmod:deliberately;16:obl:contexts;17:punct:,",past_participle,be,clausal_predication,yes,no,no,yes,yes,yes,none,core,,89
FG016,Richard do you have any bad faith litigation pending against any insurers in Texas or are you aware of any Enron has [[filed]] ??,Richard do you have any bad faith litigation pending against any insurers in Texas or are you aware of any Enron has filed??,filed,21:nsubj:Enron;22:aux:has,past_participle,modifier_position,reduced_modifier,no,no,no,yes,no,no,none,foil,,90
FG085,"Montalvo has been [[assisted]] by former members of Scientology , including musician Tiziano Lugli and actor Jason Beghe .","Montalvo has been assisted by former members of Scientology, including musician Tiziano Lugli and actor Jason Beghe.",assisted,1:nsubj:pass:Montalvo;2:aux:has;3:aux:pass:been;7:obl:agent:members;19:punct:.,past_participle,be,clausal_predication,yes,yes,no,yes,yes,yes,none,core,,91
FG078,"I think the problem has been that in many of the cases that are cited , the municipalities have [[stated]] that there 's no interest in the property because it 's maintained on public land .","I think the problem has been that in many of the cases that are cited, the municipalities have stated that there's no interest in the property because it's maintained on public land.",stated,4:nsubj:outer:problem;5:aux:has;6:cop:been;7:mark:that;9:obl:many;18:nsubj:municipalities;19:aux:have;23:ccomp:'s,past_participle,be,clausal_predication,yes,no,no,yes,no,no,none,foil,,92
FG009,ur answers and reviews wud be highly [[appreciated]] ....... thanks !!!!!!!,ur answers and reviews wud be highly appreciated.......thanks!!!!!!!,appreciated,2:nsubj:pass:answers;5:aux:wud;6:aux:pass:be;7:advmod:highly;10:discourse:thanks,past_participle,be,clausal_predication,yes,no,no,unclear,unclear,yes,none,core,,93
FG013,"in a week 's time , he will have [[made]] it his , and will be getting more bored than afraid .","in a week's time, he will have made it his, and will be getting more bored than afraid.",made,5:obl:time;7:nsubj:he;8:aux:will;9:aux:have;11:obj:it;12:xcomp:his;17:conj:getting;22:punct:.,past_participle,absent_other,clausal_predication,yes,no,no,yes,no,no,none,foil,,94
FG099,They were usually [[situated]] next to the owner 's factory .,They were usually situated next to the owner's factory.,situated,1:nsubj:pass:They;2:aux:pass:were;3:advmod:usually;5:advmod:next;11:punct:.,past_participle,be,clausal_predication,yes,no,no,unclear,unclear,yes,none,core,,95
FG068,"Gordon was brought up and remained a lifelong Roman Catholic , at a time when the Church was being persecuted in Scotland , which had [[become]] Calvinist .","Gordon was brought up and remained a lifelong Roman Catholic, at a time when the Church was being persecuted in Scotland, which had become Calvinist.",become,"23:punct:,;24:nsubj:which;25:aux:had;27:xcomp:Calvinist",past_participle,modifier_position,reduced_modifier,no,no,no,yes,no,no,none,foil,,96
FG008,"Than the troops being issued the weapon were [[told]] it was self - cleaning , which it was n't .","Than the troops being issued the weapon were told it was self-cleaning, which it wasn't.",told,1:advmod:Than;3:nsubj:pass:troops;8:aux:pass:were;14:ccomp:cleaning;20:punct:.,past_participle,be,clausal_predication,yes,no,no,yes,yes,yes,none,core,,97
FG024,10 - Number of fellow members from the Yale secret society Skull and Bones that Bush has [[named]] to important positions ( including the Associate Attorney General Robert McCallum Jr. and SEC chief Bill Donaldson ) .,10 - Number of fellow members from the Yale secret society Skull and Bones that Bush has named to important positions (including the Associate Attorney General Robert McCallum Jr. and SEC chief Bill Donaldson).,named,15:obj:that;16:nsubj:Bush;17:aux:has;21:obl:positions,past_participle,modifier_position,reduced_modifier,no,no,no,yes,no,no,none,foil,,98
FG073,"The whore reason prefers to submit to the Devil , adjusts to all situations , and proves everything , that is [[demanded]] of her .","The whore reason prefers to submit to the Devil, adjusts to all situations, and proves everything, that is demanded of her.",demanded,"19:punct:,;20:nsubj:pass:that;21:aux:pass:is;24:obl:her",past_participle,be,clausal_predication,yes,no,no,yes,yes,yes,none,core,,99
FG088,"Minister of Education Stefania Giannini said a "" more general reflection "" ( ( it ) ) is [[needed]] .","Minister of Education Stefania Giannini said a ""more general reflection"" ((it)) is needed.",needed,11:nsubj:pass:reflection;18:aux:pass:is,past_participle,be,clausal_predication,yes,no,no,unclear,unclear,yes,none,core,,100
