candidate_id,corpus,split,source_file,sent_id,head_id,head_form,head_lemma,upos,xpos,head_deprel,feats,has_voice_pass,has_nsubj_pass,has_obl_agent,aux_pass_lemmas,aux_lemmas,cop_lemmas,participle_like,parent_id,parent_form,parent_deprel,head_children,provisional_streams,sentence,sentence_marked,sampling_stream,sample_set,sample_rank,pilot_pack,pilot_corpus,pilot_class,pilot_stream,pilot_item_id,pilot_order_first,pilot_order_second
ewt|dev|email-enronsent28_02-0019|6,ewt,dev,en_ewt-ud-dev.conllu,email-enronsent28_02-0019,6,based,base,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,2:nsubj:pass:information;5:aux:pass:is;8:obl:sources;20:conj:represent;27:punct:.,core_be;passive_ledger,"The information contained herein is based on sources that we believe to be reliable, but we do not represent that it is accurate or complete.","The information contained herein is [[based]] on sources that we believe to be reliable , but we do not represent that it is accurate or complete .",core_be,analytic_core_candidate,26,fit_gate,ewt,core,core_be,FG001,67,92
ewt|dev|email-enronsent30_02-0006|50,ewt,dev,en_ewt-ud-dev.conllu,email-enronsent30_02-0006,50,hurt,hurt,VERB,VBN,ccomp,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,have,_,1,44,appear,conj,45:mark:that;46:nsubj:pass:you;47:aux:have;48:aux:pass:been;49:advmod:extremely;53:obl:past,core_be;passive_ledger,You wear your heart on your sleeve ... and since you are an emotional person you are apt to give your all ... heart and soul ... to all those that show you a little affection ... but take care... it would appear that you have been extremely hurt in the past...and you keep leaving yourself wide open for punishment..,You wear your heart on your sleeve ... and since you are an emotional person you are apt to give your all ... heart and soul ... to all those that show you a little affection ... but take care ... it would appear that you have been extremely [[hurt]] in the past ... and you keep leaving yourself wide open for punishment ..,core_be,analytic_core_candidate,56,fit_gate,ewt,core,core_be,FG002,30,96
ewt|test|email-enronsent04_01-0008|7,ewt,test,en_ewt-ud-test.conllu,email-enronsent04_01-0008,7,contained,contain,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,may,_,1,_,_,_,4:nsubj:pass:Information;5:aux:may;6:aux:pass:be;10:obl:message;11:punct:.,core_be;passive_ledger,Privileged/Confidential Information may be contained in this message.,Privileged / Confidential Information may be [[contained]] in this message .,core_be,analytic_core_candidate,58,fit_gate,ewt,core,core_be,FG003,69,12
ewt|test|newsgroup-groups.google.com_HistoricalLinguistics_f65a1220aacc96f3_ENG_20050517_153400-0002|20,ewt,test,en_ewt-ud-test.conllu,newsgroup-groups.google.com_HistoricalLinguistics_f65a1220aacc96f3_ENG_20050517_153400-0002,20,put,put,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,6,best,root,14:mark:if;15:advmod:only;18:nsubj:pass:hindrances;19:aux:pass:are;23:obl:way,core_be;passive_ledger,"'Everything is for the best in the best of all possible worlds if only no artificial hindrances are put in the way of free exchange, for demand and supply will regulate everything better than any Government would be able to.'","' Everything is for the best in the best of all possible worlds if only no artificial hindrances are [[put]] in the way of free exchange , for demand and supply will regulate everything better than any Government would be able to . '",core_be,analytic_core_candidate,21,fit_gate,ewt,core,core_be,FG004,43,55
ewt|test|reviews-085009-0003|4,ewt,test,en_ewt-ud-test.conllu,reviews-085009-0003,4,completed,complete,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,2:nsubj:pass:work;3:aux:pass:was;7:obl:week;12:conj:cleaned;16:punct:.,core_be;passive_ledger,"The work was completed within one week, and everything was cleaned up on completion.","The work was [[completed]] within one week , and everything was cleaned up on completion .",core_be,analytic_core_candidate,41,fit_gate,ewt,core,core_be,FG005,74,63
ewt|test|weblog-blogspot.com_floppingaces_20041126180010_ENG_20041126_180010-0002|6,ewt,test,en_ewt-ud-test.conllu,weblog-blogspot.com_floppingaces_20041126180010_ENG_20041126_180010-0002,6,put,put,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:John;5:aux:has;7:compound:prt:out;11:obj:show;22:punct:.,foil_perfect,John Donovan from Argghhh! has put out a excellent slide show on what was actually found and fought for in Fallujah.,John Donovan from Argghhh! has [[put]] out a excellent slide show on what was actually found and fought for in Fallujah .,foil_perfect,analytic_foil_candidate,24,fit_gate,ewt,foil,foil_perfect,FG006,79,97
ewt|test|weblog-juancole.com_juancole_20040722101300_ENG_20040722_101300-0007|9,ewt,test,en_ewt-ud-test.conllu,weblog-juancole.com_juancole_20040722101300_ENG_20040722_101300-0007,9,known,know,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have;should,be,1,_,_,_,"2:nsubj:outer:question;3:cop:is;5:punct:"";6:aux:Should;7:nsubj:he;8:aux:have;12:ccomp:coming;13:punct:?;14:punct:""",foil_copular_participle;foil_perfect,"The question is, ""Should he have known it was coming?""","The question is , "" Should he have [[known]] it was coming ? """,foil_copular_participle,analytic_foil_candidate,29,fit_gate,ewt,foil,foil_copular_participle,FG007,47,5
ewt|train|answers-20111106144630AAadR8l_ans-0009|9,ewt,train,en_ewt-ud-train.conllu,answers-20111106144630AAadR8l_ans-0009,9,told,tell,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,1:advmod:Than;3:nsubj:pass:troops;8:aux:pass:were;14:ccomp:cleaning;20:punct:.,core_be;passive_ledger,"Than the troops being issued the weapon were told it was self-cleaning, which it wasn't.","Than the troops being issued the weapon were [[told]] it was self - cleaning , which it was n't .",core_be,analytic_core_candidate,31,fit_gate,ewt,core,core_be,FG008,97,87
ewt|train|answers-20111108075853AAUIKRQ_ans-0008|8,ewt,train,en_ewt-ud-train.conllu,answers-20111108075853AAUIKRQ_ans-0008,8,appreciated,appreciate,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,would,_,1,_,_,_,2:nsubj:pass:answers;5:aux:wud;6:aux:pass:be;7:advmod:highly;10:discourse:thanks,core_be;passive_ledger,ur answers and reviews wud be highly appreciated.......thanks!!!!!!!,ur answers and reviews wud be highly [[appreciated]] ....... thanks !!!!!!!,core_be,analytic_core_candidate,7,fit_gate,ewt,core,core_be,FG009,93,60
ewt|train|answers-20111108091921AAaLK4e_ans-0054|3,ewt,train,en_ewt-ud-train.conllu,answers-20111108091921AAaLK4e_ans-0054,3,seen,see,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:I;2:aux:have;5:ccomp:Loose;30:parataxis:wondering;32:punct:...,foil_perfect,I have seen horses Loose Nails On there Own And do just fine with ONE nail gone Now if he had left out 2 or 3 I would be wondering to...,I have [[seen]] horses Loose Nails On there Own And do just fine with ONE nail gone Now if he had left out 2 or 3 I would be wondering to ...,foil_perfect,analytic_foil_candidate,36,fit_gate,ewt,foil,foil_perfect,FG010,80,35
ewt|train|answers-20111108092321AAK0Eqp_ans-0026|8,ewt,train,en_ewt-ud-train.conllu,answers-20111108092321AAK0Eqp_ans-0026,8,been,be,VERB,VBN,advcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,2,add,root,5:mark:because;6:expl:there;7:aux:have;10:nsubj:people,foil_perfect,I add that in because there have been some people who have tried to claim citizenship by sending for their birth certificate when they were never really born in Canada or to Canadian parents.,I add that in because there have [[been]] some people who have tried to claim citizenship by sending for their birth certificate when they were never really born in Canada or to Canadian parents .,foil_perfect,analytic_foil_candidate,51,fit_gate,ewt,foil,foil_perfect,FG011,55,7
ewt|train|answers-20111108104724AAuBUR7_ans-0059|17,ewt,train,en_ewt-ud-train.conllu,answers-20111108104724AAuBUR7_ans-0059,17,caused,cause,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,1,be,_,_,1,13,wobblers,obl,14:nsubj:pass:which;15:aux:pass:is;16:advmod:often;20:obl:agent:compression;24:conj:confused,core_be;passive_ledger,The chiro/acupuncturist will be there to evaluate the horse for wobblers which is often caused by spinal compression and can be confused with EPM.,The chiro / acupuncturist will be there to evaluate the horse for wobblers which is often [[caused]] by spinal compression and can be confused with EPM .,core_be,analytic_core_candidate,23,fit_gate,ewt,core,core_be,FG012,12,16
ewt|train|answers-20111108105749AABv7vx_ans-0016|10,ewt,train,en_ewt-ud-train.conllu,answers-20111108105749AABv7vx_ans-0016,10,made,make,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have;will,_,1,_,_,_,5:obl:time;7:nsubj:he;8:aux:will;9:aux:have;11:obj:it;12:xcomp:his;17:conj:getting;22:punct:.,foil_perfect,"in a week's time, he will have made it his, and will be getting more bored than afraid.","in a week 's time , he will have [[made]] it his , and will be getting more bored than afraid .",foil_perfect,analytic_foil_candidate,42,fit_gate,ewt,foil,foil_perfect,FG013,94,98
ewt|train|email-enronsent05_02-0026|15,ewt,train,en_ewt-ud-train.conllu,email-enronsent05_02-0026,15,scheduled,schedule,VERB,VBN,acl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,7,reminder,obl,8:mark:that;13:nsubj:pass:meeting;14:aux:pass:is;19:obl:headquarters;25:obl:10;30:advcl:discuss,core_be;passive_ledger,"This also will serve as a reminder that an all-Party meeting is scheduled at PG&E's headquarters in San Francisco on January 10 and 11, to discuss this proposal and to respond to your questions.","This also will serve as a reminder that an all - Party meeting is [[scheduled]] at PG&E 's headquarters in San Francisco on January 10 and 11 , to discuss this proposal and to respond to your questions .",core_be,analytic_core_candidate,3,fit_gate,ewt,core,core_be,FG014,33,66
ewt|train|email-enronsent14_01-0077|4,ewt,train,en_ewt-ud-train.conllu,email-enronsent14_01-0077,4,listed,list,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,2:nsubj:pass:schedule;3:aux:pass:is;5:advmod:below;6:punct:.,core_be;passive_ledger,Their schedule is listed below.,Their schedule is [[listed]] below .,core_be,analytic_core_candidate,2,fit_gate,ewt,core,core_be,FG015,64,100
ewt|train|email-enronsent33_01-0041|23,ewt,train,en_ewt-ud-train.conllu,email-enronsent33_01-0041,23,filed,file,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,20,any,obl,21:nsubj:Enron;22:aux:has,foil_participial_modifier;foil_perfect,Richard do you have any bad faith litigation pending against any insurers in Texas or are you aware of any Enron has filed??,Richard do you have any bad faith litigation pending against any insurers in Texas or are you aware of any Enron has [[filed]] ??,foil_participial_modifier,analytic_foil_candidate,20,fit_gate,ewt,foil,foil_participial_modifier,FG016,90,74
ewt|train|email-enronsent36_02-0049|21,ewt,train,en_ewt-ud-train.conllu,email-enronsent36_02-0049,21,calculated,calculate,VERB,VBN,parataxis,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,will,_,1,2,Calculation,root,6:punct::;9:nsubj:pass:Amount;19:aux:will;20:aux:pass:be;25:obl:Date;27:advcl:follows,core_be;passive_ledger,"""Calculation of Floating Amount: The Floating Amount payable by [ENA] on a Payment Date will be calculated for that Payment Date as follows:",""" Calculation of Floating Amount : The Floating Amount payable by [ ENA ] on a Payment Date will be [[calculated]] for that Payment Date as follows :",core_be,analytic_core_candidate,49,fit_gate,ewt,core,core_be,FG017,1,79
ewt|train|email-enronsent38_01-0088|28,ewt,train,en_ewt-ud-train.conllu,email-enronsent38_01-0088,28,finished,finish,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,be,1,_,_,_,2:advmod:far;11:nsubj:outer:issue;24:cop:is;25:mark:whether;26:nsubj:we;27:aux:'ve;29:xcomp:coordinating;38:punct:.,foil_copular_participle;foil_perfect,"As far as the EEI goes, the only remaining issue that I'm aware of (aside from finalizing the LOC) is whether we've finished coordinating the Attachment containing the list of prior transactions.","As far as the EEI goes , the only remaining issue that I 'm aware of ( aside from finalizing the LOC ) is whether we 've [[finished]] coordinating the Attachment containing the list of prior transactions .",foil_copular_participle,analytic_foil_candidate,17,fit_gate,ewt,foil,foil_copular_participle,FG018,57,56
ewt|train|email-enronsent43_01-0096|20,ewt,train,en_ewt-ud-train.conllu,email-enronsent43_01-0096,20,adjusted,adjust,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,1:advmod:Also;3:nsubj:pass:revenues;19:aux:pass:were;21:advmod:accordingly;22:punct:.,core_be;passive_ledger,"Also, revenues for the shippers acquiring released volumes from PGE at rates above TW's tariff rates were adjusted accordingly.","Also , revenues for the shippers acquiring released volumes from PGE at rates above TW 's tariff rates were [[adjusted]] accordingly .",core_be,analytic_core_candidate,18,fit_gate,ewt,core,core_be,FG019,17,20
ewt|train|newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0016|13,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0016,13,made,make,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,1,be,_,_,1,7,date,root,"8:punct:,;9:mark:although;11:nsubj:pass:Wars;12:aux:pass:is;15:obl:agent:ex-members;23:parataxis:mean",core_be;passive_ledger,"Feb 2005 is the projected release date, although Guild Wars is made by ex-members of Blizzard, so Feb 2005 could mean August 2006...","Feb 2005 is the projected release date , although Guild Wars is [[made]] by ex-members of Blizzard , so Feb 2005 could mean August 2006 ...",core_be,analytic_core_candidate,45,fit_gate,ewt,core,core_be,FG020,77,90
ewt|train|newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0017|13,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0017,13,breached,breach,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,have,_,1,_,_,_,1:nsubj:pass:Walls;11:aux:have;12:aux:pass:been;19:conj:using;36:punct:.,core_be;passive_ledger,"Walls keeping water out of the bowl-shaped city have been breached, and emergency teams are using helicopters to drop 1,350kg (3,000lb) sandbags and concrete barriers into the gaps.","Walls keeping water out of the bowl - shaped city have been [[breached]] , and emergency teams are using helicopters to drop 1,350 kg ( 3,000 lb ) sandbags and concrete barriers into the gaps .",core_be,analytic_core_candidate,16,fit_gate,ewt,core,core_be,FG021,41,73
ewt|train|newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0025|27,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0025,27,urged,urge,VERB,VBN,conj,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,7,says,root,"18:punct:,;19:cc:and;25:nsubj:agency;26:aux:has;28:iobj:evacuees;31:xcomp:try",foil_perfect,"The US Army Corps of Engineers says it could take a month to clear the flood waters, and the government's disaster relief agency has urged evacuees not to try to get back to their homes.","The US Army Corps of Engineers says it could take a month to clear the flood waters , and the government 's disaster relief agency has [[urged]] evacuees not to try to get back to their homes .",foil_perfect,analytic_foil_candidate,27,fit_gate,ewt,foil,foil_perfect,FG022,15,88
ewt|train|newsgroup-groups.google.com_alt.animals.bear_395d998336aec581_ENG_20031225_105300-0004|39,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_alt.animals.bear_395d998336aec581_ENG_20031225_105300-0004,39,mauled,maul,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,be,_,1,35,friends,obj,36:nsubj:pass:who;37:aux:were;38:aux:pass:being,core_be;passive_ledger;peripheral_reduced_embedded,"Dr. Eric Fortier, 34, of Gatineau, Que., used a pocket knife to attack a polar bear on Baffin Island, just south of the Arctic Circle, to save two friends who were being mauled.","Dr. Eric Fortier , 34 , of Gatineau , Que. , used a pocket knife to attack a polar bear on Baffin Island , just south of the Arctic Circle , to save two friends who were being [[mauled]] .",core_be,analytic_core_candidate,20,fit_gate,ewt,core,core_be,FG023,73,53
ewt|train|newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0131|18,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0131,18,named,name,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,6,members,nmod,15:obj:that;16:nsubj:Bush;17:aux:has;21:obl:positions,foil_participial_modifier;foil_perfect,10 - Number of fellow members from the Yale secret society Skull and Bones that Bush has named to important positions (including the Associate Attorney General Robert McCallum Jr. and SEC chief Bill Donaldson).,10 - Number of fellow members from the Yale secret society Skull and Bones that Bush has [[named]] to important positions ( including the Associate Attorney General Robert McCallum Jr. and SEC chief Bill Donaldson ) .,foil_participial_modifier,analytic_foil_candidate,4,fit_gate,ewt,foil,foil_participial_modifier,FG024,98,58
ewt|train|newsgroup-groups.google.com_emails_ec0a1064de05e74b_ENG_20040929_023800-0024|20,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_emails_ec0a1064de05e74b_ENG_20040929_023800-0024,20,trademarked,trademark,VERB,VBN,conj,Tense=Past|VerbForm=Part|Voice=Pass,1,1,1,be,_,_,1,6,wanted,root,16:cc:but;17:nsubj:pass:that;18:aux:pass:was;19:advmod:already;24:obl:agent:chain;27:parataxis:had,core_be;passive_ledger,Bob Noyce and Gordon Moore wanted to name their new company 'Moore Noyce' but that was already trademarked by a hotel chain so they had to settle for an acronym of INTegrated ELectronics.,Bob Noyce and Gordon Moore wanted to name their new company ' Moore Noyce ' but that was already [[trademarked]] by a hotel chain so they had to settle for an acronym of INTegrated ELectronics .,core_be,analytic_core_candidate,59,fit_gate,ewt,core,core_be,FG025,21,45
ewt|train|newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0048|40,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0048,40,fallen,fall,VERB,VBN,ccomp,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,33,stating,advcl,34:mark:that;35:nsubj:she;36:aux:had;38:advmod:accidentally;43:obl:stairs,foil_perfect,"Long before (September 1560) Dr. Lopez had been the personal house doctor of Robert Dudley and the good doctor was obligated to write the death certificate for Amy Robsart (stating that she had ""accidentally"" fallen down the stairs).","Long before ( September 1560 ) Dr. Lopez had been the personal house doctor of Robert Dudley and the good doctor was obligated to write the death certificate for Amy Robsart ( stating that she had "" accidentally "" [[fallen]] down the stairs ) .",foil_perfect,analytic_foil_candidate,59,fit_gate,ewt,foil,foil_perfect,FG026,68,48
ewt|train|newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0012|7,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0012,7,cut,cut,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,3,watch,acl:relcl,4:mark:as;5:nsubj:pass:budgets;6:aux:pass:are;9:obl:education;15:advcl:militarize,core_be;passive_ledger,You who watch as budgets are cut in education and health care while you militarize a police force?,You who watch as budgets are [[cut]] in education and health care while you militarize a police force ?,core_be,analytic_core_candidate,5,fit_gate,ewt,core,core_be,FG027,25,4
ewt|train|newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0058|15,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0058,15,lasted,last,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,12,siege,appos,13:nsubj:that;14:aux:has;20:obl:unmarked:days,foil_participial_modifier;foil_perfect,"The occupation of Iraq has become a guerrilla war, a siege that has lasted more than a thousand days.","The occupation of Iraq has become a guerrilla war , a siege that has [[lasted]] more than a thousand days .",foil_participial_modifier,analytic_foil_candidate,8,fit_gate,ewt,foil,foil_participial_modifier,FG028,78,32
ewt|train|reviews-010393-0004|3,ewt,train,en_ewt-ud-train.conllu,reviews-010393-0004,3,towed,tow,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:They;2:aux:have;4:obj:car;6:obl:me;9:obl:unmarked:times;15:conj:satisfied;19:punct:.,foil_perfect,They have towed car for me a few times and I am always very satisfied with this services.,They have [[towed]] car for me a few times and I am always very satisfied with this services .,foil_perfect,analytic_foil_candidate,37,fit_gate,ewt,foil,foil_perfect,FG029,11,37
ewt|train|reviews-126171-0002|14,ewt,train,en_ewt-ud-train.conllu,reviews-126171-0002,14,seen,see,VERB,VBN,conj,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,4,getting,root,12:cc:and;13:aux:have;16:obj:results,foil_perfect,I have been getting my treatments for a few months now and have seen some results but not up to the standards that I was told I should expect.,I have been getting my treatments for a few months now and have [[seen]] some results but not up to the standards that I was told I should expect .,foil_perfect,analytic_foil_candidate,47,fit_gate,ewt,foil,foil_perfect,FG030,70,91
ewt|train|reviews-135010-0006|13,ewt,train,en_ewt-ud-train.conllu,reviews-135010-0006,13,missed,miss,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,be,_,1,_,_,_,4:nsubj:pass:riso;9:aux:are;10:advmod:not;11:mark:to;12:aux:pass:be;14:punct:.,core_be;passive_ledger,The arancini di riso (risotto fritters) are not to be missed.,The arancini di riso ( risotto fritters ) are not to be [[missed]] .,core_be,analytic_core_candidate,9,fit_gate,ewt,core,core_be,FG031,18,34
